transaction_id,sender_account_id,receiver_account_id,amount,currency,event_time,channel,location,source_id,synthetic_demo_record
TXN_000025,ACC_01530,ACC_01795,49120.88,INR,2027-10-10T05:54:52,UPI,Byculla Market,FIU_IND_FEED,True
TXN_000026,ACC_02410,ACC_02269,6090.18,INR,2025-08-02T14:38:45,IMPS,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000027,ACC_00277,ACC_00129,49513.64,INR,2027-08-12T10:22:33,IMPS,Sion Circle,FIU_IND_FEED,True
TXN_000028,ACC_02209,ACC_00542,49570.47,INR,2027-03-06T07:18:38,Cash Deposit,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000029,ACC_00780,ACC_00387,1086645.46,INR,2025-04-08T14:28:09,UPI,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000030,ACC_02759,ACC_02677,1434.97,INR,2026-12-10T18:46:01,IMPS,Colaba Causeway,FIU_IND_FEED,True
TXN_000031,ACC_00785,ACC_00780,4761.83,INR,2026-08-02T06:31:48,UPI,Crawford Market,FIU_IND_FEED,True
TXN_000032,ACC_01816,ACC_02255,980.59,INR,2025-04-08T19:34:17,IMPS,Sion Circle,FIU_IND_FEED,True
TXN_000033,ACC_00682,ACC_01665,5072.9,INR,2026-06-04T16:27:25,Cash Deposit,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000034,ACC_00009,ACC_01600,784598.15,INR,2025-10-13T15:15:21,Hawala Token,Chembur Colony,FIU_IND_FEED,True
TXN_000035,ACC_02277,ACC_02712,5123.38,INR,2027-02-28T23:59:23,RTGS,Borivali West Station Area,FIU_IND_FEED,True
TXN_000036,ACC_02221,ACC_00250,1244292.44,INR,2027-04-06T11:19:28,IMPS,Dadar TT Circle,FIU_IND_FEED,True
TXN_000037,ACC_00233,ACC_02081,8587.75,INR,2025-04-03T14:35:21,Cash Deposit,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000038,ACC_00492,ACC_02334,296760.17,INR,2025-09-18T00:25:04,RTGS,Dadar TT Circle,FIU_IND_FEED,True
TXN_000039,ACC_02316,ACC_02142,9379.71,INR,2025-12-19T05:08:57,NEFT,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000040,ACC_01622,ACC_00537,6632.26,INR,2027-01-05T05:25:55,UPI,Thane Station West,FIU_IND_FEED,True
TXN_000041,ACC_01878,ACC_02545,49073.19,INR,2026-08-27T13:26:33,IMPS,Andheri East MIDC,FIU_IND_FEED,True
TXN_000042,ACC_01430,ACC_00282,1151642.98,INR,2027-09-07T13:23:33,Hawala Token,Crawford Market,FIU_IND_FEED,True
TXN_000043,ACC_01240,ACC_02506,49007.82,INR,2027-06-16T10:37:34,Hawala Token,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000044,ACC_00425,ACC_00551,49106.93,INR,2025-10-13T08:51:30,NEFT,Chembur Colony,FIU_IND_FEED,True
TXN_000045,ACC_02478,ACC_00863,2146990.76,INR,2027-02-27T21:22:11,Cash Deposit,Thane Station West,FIU_IND_FEED,True
TXN_000046,ACC_01029,ACC_00209,49828.52,INR,2025-04-07T11:29:19,IMPS,Andheri East MIDC,FIU_IND_FEED,True
TXN_000047,ACC_02610,ACC_01073,7541.69,INR,2025-05-09T10:57:49,UPI,Chembur Colony,FIU_IND_FEED,True
TXN_000048,ACC_00309,ACC_02831,986118.36,INR,2027-10-12T00:13:20,IMPS,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000049,ACC_01761,ACC_00523,3428.45,INR,2025-02-24T17:13:13,NEFT,Byculla Market,FIU_IND_FEED,True
TXN_000050,ACC_00861,ACC_02794,49353.32,INR,2025-09-26T03:56:08,RTGS,Crawford Market,FIU_IND_FEED,True
TXN_000051,ACC_00634,ACC_00970,49799.09,INR,2027-08-21T03:36:18,UPI,Malad Link Road,FIU_IND_FEED,True
TXN_000052,ACC_00735,ACC_01361,9342.75,INR,2027-05-18T17:36:12,NEFT,Kurla West Terminus,FIU_IND_FEED,True
TXN_000053,ACC_00653,ACC_02873,4134.15,INR,2025-04-11T17:11:58,Cash Deposit,Sewri Timber Market,FIU_IND_FEED,True
TXN_000054,ACC_01433,ACC_01251,8055.78,INR,2027-06-29T12:43:40,Cash Deposit,Crawford Market,FIU_IND_FEED,True
TXN_000055,ACC_01345,ACC_01142,942750.71,INR,2027-08-21T03:36:18,Cash Deposit,Malad Link Road,FIU_IND_FEED,True
TXN_000056,ACC_02784,ACC_02197,9422.75,INR,2026-01-01T12:48:25,RTGS,Crawford Market,FIU_IND_FEED,True
TXN_000057,ACC_01088,ACC_00157,49345.34,INR,2025-04-11T17:14:54,RTGS,Juhu Tara Road,FIU_IND_FEED,True
TXN_000058,ACC_02095,ACC_00474,49189.89,INR,2026-03-10T21:35:43,UPI,Colaba Causeway,FIU_IND_FEED,True
TXN_000059,ACC_02130,ACC_02206,49741.21,INR,2027-01-21T10:44:31,Cash Deposit,Byculla Market,FIU_IND_FEED,True
TXN_000060,ACC_00287,ACC_02721,2135236.67,INR,2027-11-06T09:39:01,NEFT,Worli Sea Face,FIU_IND_FEED,True
TXN_000061,ACC_02078,ACC_01267,4379.73,INR,2026-12-30T07:12:08,IMPS,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000062,ACC_01723,ACC_02724,517665.62,INR,2027-11-20T11:22:33,NEFT,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000063,ACC_01664,ACC_02245,1131731.56,INR,2027-07-11T14:59:15,RTGS,Sion Circle,FIU_IND_FEED,True
TXN_000064,ACC_02682,ACC_01320,1326817.59,INR,2026-05-18T09:04:22,IMPS,Juhu Tara Road,FIU_IND_FEED,True
TXN_000065,ACC_02699,ACC_00348,5396.79,INR,2025-10-31T10:59:56,Hawala Token,Sion Circle,FIU_IND_FEED,True
TXN_000066,ACC_01272,ACC_00921,49024.4,INR,2027-06-16T08:52:26,RTGS,Byculla Market,FIU_IND_FEED,True
TXN_000067,ACC_00299,ACC_01866,49575.1,INR,2026-04-09T07:50:55,Cash Deposit,Colaba Causeway,FIU_IND_FEED,True
TXN_000068,ACC_01637,ACC_01000,6732.55,INR,2025-04-25T08:33:04,Cash Deposit,Worli Sea Face,FIU_IND_FEED,True
TXN_000069,ACC_00897,ACC_00721,9600.68,INR,2027-06-09T01:03:14,UPI,Sewri Timber Market,FIU_IND_FEED,True
TXN_000070,ACC_01870,ACC_00547,49530.6,INR,2027-06-03T08:36:22,Cash Deposit,Chembur Colony,FIU_IND_FEED,True
TXN_000071,ACC_02510,ACC_02947,5295.39,INR,2027-09-24T18:05:07,Hawala Token,Chembur Colony,FIU_IND_FEED,True
TXN_000072,ACC_01945,ACC_01844,765547.25,INR,2025-10-08T10:29:22,Cash Deposit,Tardeo Road,FIU_IND_FEED,True
TXN_000073,ACC_02568,ACC_00980,49712.83,INR,2025-10-23T20:14:05,NEFT,Malad Link Road,FIU_IND_FEED,True
TXN_000074,ACC_02213,ACC_00331,1932.89,INR,2025-04-22T08:49:05,UPI,Thane Station West,FIU_IND_FEED,True
TXN_000075,ACC_01700,ACC_01670,49415.36,INR,2025-12-31T23:29:59,Cash Deposit,Malad Link Road,FIU_IND_FEED,True
TXN_000076,ACC_02393,ACC_02849,8638.95,INR,2025-01-28T17:07:01,NEFT,Worli Sea Face,FIU_IND_FEED,True
TXN_000077,ACC_01224,ACC_01598,1391729.36,INR,2027-08-03T19:07:59,RTGS,Worli Sea Face,FIU_IND_FEED,True
TXN_000078,ACC_02471,ACC_00904,49435.4,INR,2026-06-08T05:13:38,Hawala Token,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000079,ACC_02782,ACC_01657,406306.71,INR,2027-03-07T13:41:48,RTGS,Tardeo Road,FIU_IND_FEED,True
TXN_000080,ACC_00111,ACC_01614,5861.72,INR,2026-09-25T06:22:42,Cash Deposit,Colaba Causeway,FIU_IND_FEED,True
TXN_000081,ACC_00745,ACC_00206,49211.45,INR,2025-10-10T02:52:38,NEFT,Chembur Colony,FIU_IND_FEED,True
TXN_000082,ACC_01727,ACC_01034,49019.36,INR,2027-07-12T04:10:58,IMPS,Sewri Timber Market,FIU_IND_FEED,True
TXN_000083,ACC_02663,ACC_00282,9594.21,INR,2027-05-17T20:10:33,IMPS,Tardeo Road,FIU_IND_FEED,True
TXN_000084,ACC_00084,ACC_02545,2766.18,INR,2025-04-28T12:39:42,Cash Deposit,Worli Sea Face,FIU_IND_FEED,True
TXN_000085,ACC_02866,ACC_01050,2412963.39,INR,2027-05-04T00:56:19,UPI,Byculla Market,FIU_IND_FEED,True
TXN_000086,ACC_00671,ACC_01275,49927.96,INR,2025-04-11T17:11:58,Cash Deposit,Sewri Timber Market,FIU_IND_FEED,True
TXN_000087,ACC_02929,ACC_00813,682838.51,INR,2025-04-01T20:54:03,NEFT,Byculla Market,FIU_IND_FEED,True
TXN_000088,ACC_02803,ACC_02460,49982.86,INR,2027-06-09T17:32:36,RTGS,Malad Link Road,FIU_IND_FEED,True
TXN_000089,ACC_01755,ACC_02710,49646.9,INR,2026-02-19T08:57:51,Cash Deposit,Thane Station West,FIU_IND_FEED,True
TXN_000090,ACC_00433,ACC_01776,3940.79,INR,2027-12-15T19:49:21,Cash Deposit,Sion Circle,FIU_IND_FEED,True
TXN_000091,ACC_00722,ACC_02138,49615.3,INR,2027-12-17T08:02:52,Cash Deposit,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000092,ACC_01785,ACC_02995,3049.76,INR,2026-09-25T06:22:42,NEFT,Colaba Causeway,FIU_IND_FEED,True
TXN_000093,ACC_01847,ACC_00999,4914.73,INR,2027-04-08T22:06:09,Cash Deposit,Thane Station West,FIU_IND_FEED,True
TXN_000094,ACC_01332,ACC_00745,916813.22,INR,2026-06-08T05:13:38,Hawala Token,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000095,ACC_01132,ACC_02277,49190.87,INR,2025-01-18T04:29:59,Cash Deposit,Malad Link Road,FIU_IND_FEED,True
TXN_000096,ACC_02275,ACC_00985,5022.88,INR,2027-01-30T11:19:20,UPI,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000097,ACC_01206,ACC_00908,49305.9,INR,2026-04-01T03:23:16,RTGS,Kurla West Terminus,FIU_IND_FEED,True
TXN_000098,ACC_02175,ACC_01409,49549.84,INR,2026-04-18T07:54:37,NEFT,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000099,ACC_01256,ACC_01030,386931.38,INR,2025-08-05T03:43:54,Hawala Token,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000100,ACC_00759,ACC_00785,1515008.57,INR,2025-07-07T05:03:22,RTGS,Borivali West Station Area,FIU_IND_FEED,True
TXN_000101,ACC_01160,ACC_00412,2344.12,INR,2027-07-10T05:15:20,Hawala Token,Kurla West Terminus,FIU_IND_FEED,True
TXN_000102,ACC_02188,ACC_00519,932.4,INR,2025-10-22T03:46:17,Hawala Token,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000103,ACC_02011,ACC_00421,49284.05,INR,2027-09-03T23:44:58,IMPS,Byculla Market,FIU_IND_FEED,True
TXN_000104,ACC_00211,ACC_01035,49113.97,INR,2027-11-21T02:42:00,UPI,Sewri Timber Market,FIU_IND_FEED,True
TXN_000105,ACC_02364,ACC_02579,49149.05,INR,2027-01-20T23:48:37,UPI,Juhu Tara Road,FIU_IND_FEED,True
TXN_000106,ACC_01017,ACC_00486,7762.21,INR,2026-08-23T08:13:23,RTGS,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000107,ACC_01559,ACC_01846,49859.31,INR,2027-10-22T01:45:58,RTGS,Borivali West Station Area,FIU_IND_FEED,True
TXN_000108,ACC_02544,ACC_00247,1930569.05,INR,2026-10-22T22:26:48,IMPS,Sion Circle,FIU_IND_FEED,True
TXN_000109,ACC_01084,ACC_02706,1992.04,INR,2025-04-03T17:04:22,Cash Deposit,Sewri Timber Market,FIU_IND_FEED,True
TXN_000110,ACC_01846,ACC_02824,49032.61,INR,2026-09-27T23:14:55,Hawala Token,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000111,ACC_01860,ACC_00292,1998994.59,INR,2027-01-21T10:44:31,Hawala Token,Byculla Market,FIU_IND_FEED,True
TXN_000112,ACC_00811,ACC_01742,5673.34,INR,2025-04-13T05:36:58,UPI,Tardeo Road,FIU_IND_FEED,True
TXN_000113,ACC_00245,ACC_00680,49748.21,INR,2027-05-28T09:02:07,Cash Deposit,Crawford Market,FIU_IND_FEED,True
TXN_000114,ACC_00510,ACC_01920,753390.86,INR,2027-01-22T13:50:16,Cash Deposit,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000115,ACC_01794,ACC_00330,49431.6,INR,2026-10-04T07:04:03,UPI,Sion Circle,FIU_IND_FEED,True
TXN_000116,ACC_00375,ACC_00938,6905.83,INR,2027-12-16T01:09:19,Hawala Token,Andheri East MIDC,FIU_IND_FEED,True
TXN_000117,ACC_01104,ACC_02361,49175.02,INR,2025-02-23T04:00:04,NEFT,Malad Link Road,FIU_IND_FEED,True
TXN_000118,ACC_00744,ACC_02398,49491.23,INR,2026-04-23T13:10:19,Cash Deposit,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000119,ACC_01366,ACC_01316,49160.66,INR,2027-01-04T19:33:01,NEFT,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000120,ACC_02714,ACC_01641,49036.66,INR,2027-06-24T07:56:00,NEFT,Dadar TT Circle,FIU_IND_FEED,True
TXN_000121,ACC_00475,ACC_01656,1678384.93,INR,2027-08-21T03:36:18,Cash Deposit,Malad Link Road,FIU_IND_FEED,True
TXN_000122,ACC_01693,ACC_00223,49622.01,INR,2025-06-09T04:49:21,UPI,Colaba Causeway,FIU_IND_FEED,True
TXN_000123,ACC_00834,ACC_01094,49287.74,INR,2026-08-19T06:22:35,UPI,Worli Sea Face,FIU_IND_FEED,True
TXN_000124,ACC_00119,ACC_02581,8093.48,INR,2026-10-22T04:32:14,RTGS,Sion Circle,FIU_IND_FEED,True
TXN_000125,ACC_01672,ACC_00382,9926.44,INR,2025-07-21T22:40:33,Hawala Token,Worli Sea Face,FIU_IND_FEED,True
TXN_000126,ACC_00631,ACC_02042,49508.36,INR,2027-11-16T06:59:26,Cash Deposit,Worli Sea Face,FIU_IND_FEED,True
TXN_000127,ACC_00999,ACC_01871,1538506.24,INR,2026-08-19T14:10:07,IMPS,Sewri Timber Market,FIU_IND_FEED,True
TXN_000128,ACC_00286,ACC_01132,2342196.14,INR,2027-05-08T04:35:05,NEFT,Dadar TT Circle,FIU_IND_FEED,True
TXN_000129,ACC_00011,ACC_01159,49586.35,INR,2027-03-11T13:07:57,IMPS,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000130,ACC_01830,ACC_02207,49551.37,INR,2026-06-04T00:57:22,NEFT,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000131,ACC_00773,ACC_02857,5932.08,INR,2025-09-05T02:18:12,NEFT,Chembur Colony,FIU_IND_FEED,True
TXN_000132,ACC_01938,ACC_02889,1692853.19,INR,2027-10-26T09:57:22,IMPS,Andheri East MIDC,FIU_IND_FEED,True
TXN_000133,ACC_02029,ACC_00152,49589.59,INR,2025-04-17T02:55:00,UPI,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000134,ACC_02155,ACC_01872,7363.22,INR,2025-01-21T13:05:27,UPI,Sewri Timber Market,FIU_IND_FEED,True
TXN_000135,ACC_01924,ACC_01086,49397.09,INR,2026-01-11T22:49:15,Hawala Token,Kurla West Terminus,FIU_IND_FEED,True
TXN_000136,ACC_02186,ACC_01557,1922564.34,INR,2027-12-05T13:29:27,UPI,Borivali West Station Area,FIU_IND_FEED,True
TXN_000137,ACC_02530,ACC_00281,2493822.22,INR,2025-09-01T10:17:52,UPI,Andheri East MIDC,FIU_IND_FEED,True
TXN_000138,ACC_01778,ACC_00404,1164828.52,INR,2027-04-18T19:18:34,NEFT,Malad Link Road,FIU_IND_FEED,True
TXN_000139,ACC_00119,ACC_00189,8063.36,INR,2025-12-26T18:29:10,IMPS,Chembur Colony,FIU_IND_FEED,True
TXN_000140,ACC_02176,ACC_01688,520166.45,INR,2026-09-01T09:48:45,Cash Deposit,Tardeo Road,FIU_IND_FEED,True
TXN_000141,ACC_02539,ACC_02799,657252.27,INR,2025-09-06T00:30:46,NEFT,Tardeo Road,FIU_IND_FEED,True
TXN_000142,ACC_01883,ACC_01046,2262902.62,INR,2026-12-30T07:12:08,RTGS,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000143,ACC_00648,ACC_00303,49986.66,INR,2026-04-26T12:30:15,Hawala Token,Sewri Timber Market,FIU_IND_FEED,True
TXN_000144,ACC_01025,ACC_01872,3370.16,INR,2027-07-23T23:13:04,IMPS,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000145,ACC_01563,ACC_02343,808553.81,INR,2026-02-03T07:40:53,Cash Deposit,Thane Station West,FIU_IND_FEED,True
TXN_000146,ACC_01125,ACC_00034,2436646.76,INR,2026-09-01T09:48:45,Hawala Token,Tardeo Road,FIU_IND_FEED,True
TXN_000147,ACC_02035,ACC_01173,945570.29,INR,2027-05-11T10:10:55,IMPS,Borivali West Station Area,FIU_IND_FEED,True
TXN_000148,ACC_02544,ACC_01027,7677.98,INR,2027-01-10T14:34:48,Hawala Token,Thane Station West,FIU_IND_FEED,True
TXN_000149,ACC_00398,ACC_02571,49787.82,INR,2026-12-10T18:46:01,Hawala Token,Colaba Causeway,FIU_IND_FEED,True
TXN_000150,ACC_00539,ACC_00370,3303.55,INR,2027-10-23T05:25:36,RTGS,Kurla West Terminus,FIU_IND_FEED,True
TXN_000151,ACC_01499,ACC_02175,49829.64,INR,2026-06-18T19:10:13,NEFT,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000152,ACC_01388,ACC_00472,2419600.5,INR,2026-05-22T11:13:45,Hawala Token,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000153,ACC_02763,ACC_01628,49556.76,INR,2027-12-18T09:07:33,UPI,Juhu Tara Road,FIU_IND_FEED,True
TXN_000154,ACC_01084,ACC_02198,1713617.91,INR,2025-04-15T13:30:29,Cash Deposit,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000155,ACC_02616,ACC_01522,1586912.48,INR,2025-04-11T17:11:58,NEFT,Sewri Timber Market,FIU_IND_FEED,True
TXN_000156,ACC_02499,ACC_00907,49823.03,INR,2026-12-11T22:01:39,Hawala Token,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000157,ACC_01673,ACC_00478,930.79,INR,2025-04-22T15:22:13,UPI,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000158,ACC_00962,ACC_02202,2378513.84,INR,2025-04-20T21:21:57,RTGS,Crawford Market,FIU_IND_FEED,True
TXN_000159,ACC_01717,ACC_02406,49884.53,INR,2027-03-28T12:34:28,RTGS,Thane Station West,FIU_IND_FEED,True
TXN_000160,ACC_01672,ACC_01146,7057.67,INR,2025-02-12T10:27:07,NEFT,Byculla Market,FIU_IND_FEED,True
TXN_000161,ACC_00407,ACC_02809,49976.86,INR,2026-02-16T17:23:00,NEFT,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000162,ACC_00778,ACC_00501,1690644.97,INR,2027-11-29T16:06:48,Hawala Token,Kurla West Terminus,FIU_IND_FEED,True
TXN_000163,ACC_02446,ACC_00088,402217.32,INR,2025-03-08T09:37:55,IMPS,Sion Circle,FIU_IND_FEED,True
TXN_000164,ACC_00282,ACC_02271,6070.64,INR,2025-06-24T17:37:44,RTGS,Juhu Tara Road,FIU_IND_FEED,True
TXN_000165,ACC_00012,ACC_01136,9848.27,INR,2027-08-11T11:17:22,UPI,Dadar TT Circle,FIU_IND_FEED,True
TXN_000166,ACC_02708,ACC_00106,49789.19,INR,2025-04-18T14:18:38,UPI,Byculla Market,FIU_IND_FEED,True
TXN_000167,ACC_00714,ACC_01087,1704.21,INR,2025-03-10T22:53:17,Cash Deposit,Colaba Causeway,FIU_IND_FEED,True
TXN_000168,ACC_01837,ACC_01483,631719.42,INR,2026-07-05T22:04:23,UPI,Juhu Tara Road,FIU_IND_FEED,True
TXN_000169,ACC_02979,ACC_02699,49642.7,INR,2026-07-17T23:20:15,Cash Deposit,Worli Sea Face,FIU_IND_FEED,True
TXN_000170,ACC_01747,ACC_02811,5157.55,INR,2025-04-11T17:11:58,NEFT,Sewri Timber Market,FIU_IND_FEED,True
TXN_000171,ACC_02492,ACC_00608,1504875.25,INR,2025-03-27T03:06:28,NEFT,Borivali West Station Area,FIU_IND_FEED,True
TXN_000172,ACC_01561,ACC_02447,1132478.38,INR,2026-07-29T04:53:09,UPI,Chembur Colony,FIU_IND_FEED,True
TXN_000173,ACC_02682,ACC_02667,49720.12,INR,2027-09-06T21:18:40,IMPS,Thane Station West,FIU_IND_FEED,True
TXN_000174,ACC_01695,ACC_01389,49415.57,INR,2027-07-05T22:50:40,NEFT,Worli Sea Face,FIU_IND_FEED,True
TXN_000175,ACC_02725,ACC_01045,9559.13,INR,2026-02-23T07:13:15,UPI,Andheri East MIDC,FIU_IND_FEED,True
TXN_000176,ACC_00382,ACC_01769,7573.6,INR,2025-04-08T04:18:45,RTGS,Kurla West Terminus,FIU_IND_FEED,True
TXN_000177,ACC_02301,ACC_01351,49353.24,INR,2027-01-04T19:33:01,Hawala Token,Navi Mumbai Vashi Sector 17,FIU_IND_FEED,True
TXN_000178,ACC_00211,ACC_01179,3468.26,INR,2026-10-10T14:47:05,Hawala Token,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000179,ACC_01976,ACC_00919,49844.53,INR,2027-07-25T02:02:11,RTGS,Byculla Market,FIU_IND_FEED,True
TXN_000180,ACC_00927,ACC_01758,1592137.13,INR,2027-07-23T23:13:04,Hawala Token,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000181,ACC_02281,ACC_00108,9326.3,INR,2026-10-22T04:32:14,NEFT,Sion Circle,FIU_IND_FEED,True
TXN_000182,ACC_02879,ACC_01266,2187670.5,INR,2027-11-07T22:46:27,Hawala Token,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000183,ACC_01642,ACC_00286,320218.44,INR,2025-04-22T21:15:03,IMPS,Borivali West Station Area,FIU_IND_FEED,True
TXN_000184,ACC_01541,ACC_01720,1831830.32,INR,2026-05-06T14:29:58,RTGS,Crawford Market,FIU_IND_FEED,True
TXN_000185,ACC_00348,ACC_00216,49617.22,INR,2025-04-30T16:38:10,Cash Deposit,Juhu Tara Road,FIU_IND_FEED,True
TXN_000186,ACC_02712,ACC_01737,617365.52,INR,2026-06-04T16:27:25,UPI,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000187,ACC_01414,ACC_01761,1267918.61,INR,2025-04-12T15:54:32,NEFT,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000188,ACC_00187,ACC_00904,9852.23,INR,2026-03-21T01:06:09,IMPS,Dharavi Commercial Complex,FIU_IND_FEED,True
TXN_000189,ACC_01047,ACC_01186,1639.85,INR,2025-12-29T13:48:12,Cash Deposit,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000190,ACC_02182,ACC_02883,5252.49,INR,2025-08-02T14:38:45,Cash Deposit,Ghatkopar Central Mall,FIU_IND_FEED,True
TXN_000191,ACC_00174,ACC_01787,49077.78,INR,2025-01-28T05:16:04,RTGS,Sion Circle,FIU_IND_FEED,True
TXN_000192,ACC_01657,ACC_02907,49115.06,INR,2026-12-01T03:52:50,IMPS,Malad Link Road,FIU_IND_FEED,True
TXN_000193,ACC_02532,ACC_01885,7051.3,INR,2027-07-10T03:03:13,IMPS,Lower Parel Business Park,FIU_IND_FEED,True
TXN_000194,ACC_01785,ACC_02413,49395.37,INR,2026-03-30T02:01:03,IMPS,Kurla West Terminus,FIU_IND_FEED,True
TXN_000195,ACC_01365,ACC_00689,49113.91,INR,2025-04-02T01:59:06,NEFT,Bandra Kurla Complex,FIU_IND_FEED,True
TXN_000196,ACC_02980,ACC_02644,1903.05,INR,2027-06-24T20:58:31,RTGS,Andheri East MIDC,FIU_IND_FEED,True
